Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,2022,537932,10795,9.11,9.11,7933,5672,5672,4.07,4.07,2981,2981,2192,2192,0,0,0,0,0,25346,16336,0,0,52774,0,210116,214,-1.83,16,196168,11435405,9.4,3969,1668,95012,4443,372,4443,101,917,101,917,-372,2384,67957,210.28,1,2,0,1,1,2,0,2,2,1,2,0,2,0,0,0,80,5317,5836,0,0,0,0,4992,0,0,0,42465,16336,12966,6545,3,0,16608,0,5317,4992,6421,13.09,48028,0,0,5317,0,0,0,18925,6421,0,5563,47457,0,10772,0,24.39,0,0,0,0,0,0,0,0,0,30667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1602,848658,17897,15202,15202,12389,10003,10003,9607,9607,8154,8154,6938,6938,17.12,15008,0,17575,18591,47459,12842,6066,6066,7048,4737,356186,667,-1.59,26,330234,1889142591,15466,4448,1.55,152.71,12.8,504,12.8,174,79,174,-931,-504,1.67,94143,356442,2,5,3,2,5,1,0,1,4,2,5,0,2,2,1,3,138,19433,11643,23386,0,0,0,4795,0,0,0,6066,30892,30744,25552,6,24227,5783,0,0,5918,61687,20137,23.26,0,11499,4737,0,11499,0,58363,16.63,5918,43231,12133,0,0,0,66.76,0,0,0,0,0,0,0,0,902,55931,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1766,910031,21129,14986,15802,13845,8129,9178,5826,6931,4077,5417,2834,4161,35293,24285,0,35102,0,4.9,31201,6066,0,20047,10151,424069,313,-3.48,29,408263,2993394943,20259,8261,3893,167193,12.57,477,12.57,404,0.14,404,-1353,-477,-536,97474,424391,4,12,0,2,2,0,1,1,9,3,13,0,9,0,1,1,154,30149,30829,5.76,5712,11814,12063,14489,9589,0,11762,5156,12133,11326,6263,3,38276,41.35,0,10217,10889,11416,19.47,35426,0,0,11.05,4795,0,11762,70.48,23958,0,5.76,39239,0,0,0,173.76,0,1213,0,0,0,0,0,0,5136,78485,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1831,926191,18518,13372,16396,12525,7566,9078,5406,7094,3543,4678,2258,3239,0,0,0,6607,32347,11127,0,48922,10764,10.14,51241,426981,111,-1.72,26,416.03,953343845,19053,8.78,4921,170455,6322,391,6322,143,203,143,203,-391,6118,106477,429134,0,4,0,0,0,2,1,3,4,0,8,0,6,0,0,0,134,9405,12319,0,0,0,0,0,4984,0,0,57626,30332,38588,17895,3,4838,52115,0,9551,5156,13152,0,86337,0,0,0,0,0,46404,15263,17989,0,11127,60275,20091,0,0,39.41,0,24367,0,0,0,0,0,0,1863,34381,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1617,1565385,30545,23226,24043,19871,13658,15098,10327,11878,7313,8534,5293,6204,44264,31834,0,23.44,43.51,18051,18199,12.99,37256,9347,4737,600191,355,-3.7,42,569411,1218706049,31.24,12663,7193,243027,13531,875,13531,417,8,417,-4663,-875,6616,148124,600659,0,7,0,1,1,2,1,3,7,0,11,0,11,0,0,0,224,14396,10627,0,0,0,12146,4209,14141,13171,5759,62733,67496,27698,11251,4,36571,21667,0,4984,4363,75094,0,100.95,0,0,5107,18859,0,0,25316,32138,0,68.56,93648,0,0,0,114.74,0,-4441,0,0,0,0,0,0,67807,53218,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1484,743207,21466,18764,18764,14292,12106,12106,10736,10736,8532,8532,6626,6626,12208,15.32,0,6104,41928,17567,44098,0,0,44.73,0,412298,704,-1.16,30,372294,8390162745,22049,8763,4397,181829,10227,393,10227,81,0.25,81,-621,-393,5091,121.76,412614,3,3,4,0,4,0,0,0,3,3,3,0,5,4,0,4,166,15.32,0,0,0,0,0,0,0,0,0,50304,91599,6421,18312,4,15.32,0,0,0,29087,89947,0,47602,0,0,0,0,0,0,33631,0,29087,71635,47602,0,0,0,60.69,0,0,0,0,0,0,0,0,0,62083,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1472,868947,21.14,16736,17553,14453,10268,11084,7662,8746,5.69,6.82,4077,5153,11.74,13171,0,6607,18777,54623,23895,6066,29165,9.8,5107,437175,455,-1.74,30,411323,6669991191,21.49,9177,4771,178.82,13311,416,13311,416,186,395,-4351,-395,4308,113598,437531,1,4,0,2,2,2,0,2,5,1,8,0,7,0,1,1,162,14906,0,0,0,0,6176,4.9,0,13171,0,23895,43297,49.06,23545,4,18278,23137,0,9.8,0,22388,57.32,48028,0,0,4.9,24546,0,11762,67327,6176,0,11984,52256,0,0,0,29.95,0,1527,0,0,0,0,0,0,39932,33458,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,837,1409004,39189,32904,32904,26011,20941,20941,18816,18816,15952,15952,12762,12762,90926,35434,0,61111,18.76,44098,0,19923,13847,6924,33158,780.43,927,-1.27,55,716437,1460000000000.0,40507,15081,6.95,323322,12568,458,12568,331,45,331,-1012,-458,2218,192611,780949,6,14,4,4,8,0,0,0,14,6,14,0,7,4,3,7,312,63797,24919,18.87,0,0,5969,0,4795,0,0,13847,106798,30753,54433,8,68592,5969,0,0,34502,196862,6607,11649,0,0,0,0,0,0,134.83,37953,34502,105248,11649,0,0,0,203.06,0,0,0,0,0,0,0,0,0,128583,0,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2406,621298,13828,10297,10297,9092,5847,5847,4217,4217,2842,2842,1898,1898,5907,9589,0,12204,22378,0,0,42465,6066,0,11467,254106,67,-2.62,19,240177,20828746,12827,5351,2796,110586,12309,398,12309,221,0.03,221,-476,-398,1528,73627,254289,4,4,0,0,0,2,0,2,3,2,4,0,4,0,0,0,96,11467,0,5783,5907,0,0,9589,0,0,0,42465,11.63,16814,6421,2,9589,17378,0,0,5734,6421,5734,65221,0,0,11467,5687,0,0,11.69,11215,0,21485,48531,0,0,0,86.18,0,0,0,0,0,0,0,0,0,49.5,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.32,2127996,37955,30849,31666,25.91,18066,19115,14.93,16.06,12266,13739,9995,11687,47081,24909,0,42443,70202,16.69,32905,12133,31861,10217,28421,761262,487,-4.41,54,718506,1640000000000.0,35302,12564,4742,315754,14682,504,14682,331,23,331,-1358,-504,3413,194579,761.85,4,14,0,7,7,3,0,3,15,4,15,0,4,0,2,2,286,43741,18584,40036,6793,0,11939,19911,4795,0,11762,6066,68123,47517,37595,10,53.33,23.7,0,15117,0,74797,46965,62707,0,40247,29001,0,40247,11762,102334,32707,13847,68765,18199,0,0,0,168.72,0,1468,0,0,0,0,0,0,0,124449,0,1,1,0,0,0,0,2,0,0,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1842,739024,18449,14083,14839,11776,7829,8207,6074,6511,3617,3869,2086,2212,11.57,9589,0,5907,29301,5563,13847,36398,12133,5317,21444,361108,263,-2.53,25,341665,287089413,18804,8031,5499,151127,11991,478,11991,347,153,347,-1284,-478,3555,96274,361825,2,5,0,0,0,2,0,2,3,2,6,0,8,0,0,0,132,15.16,5.75,5601,0,5907,5969,4795,4795,0,0,23734,62.23,17131,0,2,19432,23477,0,5317,0,25869,6545,64.68,0,5.75,10054,0,5.75,11601,29129,11215,0,29769,48531,5023,0,0,75.63,0,5796,0,0,0,0,0,0,0,58565,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2028,1144585,23911,17631,17631,14773,10067,10067,9068,9068,7076,7076,5556,5556,74967,39916,0,17548,4.9,0,25123,14095,0,0,5734,443145,409,-3.21,32,420248,7541988527,22001,6644,2478,182429,13581,872,13581,224,98,224,-2875,-872,-4183,103978,443432,6,10,3,0,3,1,0,1,9,5,10,0,1,2,0,2,170,36166,5.75,17426,11566,0,0,14384,0,0,0,17892,36431,11481,31187,4,44816,23109,0,0,17569,30589,14095,46355,0,5.75,20847,0,5.75,0,58408,19985,11836,24471,35228,0,5759,0,188.48,0,0,0,0,0,0,0,0,0,95333,0,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1228,1638163,26062,20.94,20.94,18581,12609,12609,9316,9316,6824,6824,5.01,5.01,0,9589,0,11814,29.78,39.59,0,24265,90686,15285,0,498206,94,-4.97,38,472378,777478739.2,23.43,9824,4369,220.54,13.62,346,13.62,258,91,258,-0.2,-346,6507,150414,498586,2,6,0,1,1,4,1,5,3,2,6,0,6,0,0,0,186,15201,5824,0,0,11814,0,9589,4984,0,0,66.73,54449,41037,11381,6,9589,23189,0,9968,0,13345,16761,125773,0,22384,10217,11375,0,0,28327,6421,6924,32234,103128,0,22384,0,78.09,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1547,844477,21474,18519,18519,14.17,11637,11637,10.7,10.7,9337,9337,8154,8154,17.12,14696,0,47129,6421,37677,0,19076,6076,20771,9474,414241,0.76,-1.3,30,380.27,6610079244,20594,6.6,2401,178434,13109,393,13109,178,35,178,-959,-393,3744,111455,414542,1,5,4,1,5,0,0,0,5,1,5,0,3,3,1,4,164,14.58,0,23458,0,0,0,9589,0,0,0,38841,63016,16748,12208,5,24169,11566,0,0,28584,90319,0,23801,0,0,0,0,0,0,40772,19063,28584,66.22,23801,0,0,0,72.83,0,0,0,0,0,0,0,0,0,66.75,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.73,557.95,18113,14887,14887,11329,8321,8321,6093,6093,3313,3313,2076,2076,6104,14696,0,24339,29966,6421,6924,18199,20771,10634,4737,336205,556,-1.92,24,308208,131163984,20125,10051,7103,143141,11822,0.49,11822,224,85,224,-0.67,-0.49,2365,94625,336432,3,6,0,0,0,1,0,1,5,3,6,0,11,0,0,0,134,20477,18.46,5783,5907,0,0,9589,0,0,0,20771,31544,24695,5563,1,19432,17378,0,5317,0,52682,18468,23763,0,5.75,15.37,5687,5.75,0,42094,4795,0,50895,18199,0,0,0,87.66,0,0,0,0,0,0,0,0,0,59.5,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2948,407806,12345,8766,8766,7387,4609,4609,3781,3781,2388,2388,1276,1276,11508,9901,0,17.92,5563,0,25123,0,0,5426,16056,226095,0.3,-1.79,16,212.12,2745512,12.28,4378,2414,92295,10954,504,10954,325,0.09,325,-1316,-504,-53,56.84,226232,6,6,0,0,0,1,0,1,5,5,6,0,4,0,0,0,88,15.32,5539,11499,0,0,5969,10637,5426,0,0,6066,24.62,6421,0,1,20114,5969,0,5426,5843,18883,0,23763,0,11499,11268,0,11499,0,26828,11215,0,12487,18199,0,0,0,115.81,0,0,0,0,0,0,0,0,0,48917,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1955,1574228,37769,30727,30727,24.01,16786,16786,14511,14511,8206,8206,5.38,5.38,59.06,24285,0,19.51,0,22384,14.22,31977,93568,26.36,9474,704.39,447,-5.01,51,652453,54729404127,40.42,18292,12676,300026,13797,453,13797,407,0.12,407,-1.22,-453,4212,193877,704869,5,13,0,0,0,2,1,3,9,5,13,0,22,0,0,0,276,30531,12084,0,5907,5907,12186,19999,14598,0,0,102206,40.51,24.85,32059,3,33758,24001,0,31369,10.83,78737,20764,90.12,0,11257,21376,9589,0,0,84094,32028,10.83,52669,78993,0,11257,0,171.22,0,0,0,0,0,0,0,0,0,123667,0,1,1,0,0,1,0,0,0,0,4,4,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.81,844435,17864,14757,15574,11992,8.42,9405,6596,7733,4303,5378,2752,4.24,0,4795,0,11384,17864,5563,28829,19056,11762,48871,4737,351129,333,-2.25,25,330303,462556471,17569,7327,4053,152749,11632,462,11632,339,192,339,-357,-462,4432,100983,351471,0,3,0,1,1,1,1,2,4,0,4,0,3,0,0,0,128,4737,5694,0,0,0,5969,0,9779,0,11762,19768,66328,16656,12.17,3,9531,17731,0,4984,0,37503,12.36,58913,0,11841,0,0,0,11762,23313,10152,11841,54371,41424,0,0,0,39.19,0,1918,0,0,0,0,0,0,0,52165,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1.8,1078101,19933,15562,15562,13584,8635,8635,6197,6197,4084,4084,2798,2798,0,0,0,0,17.33,28065,6076,30472,44182,26671,10524,366159,91,-4.16,28,348284,2196555559,18626,8481,4514,163.37,8878,0.34,8878,229,457,229,457,-0.34,4989,110317,366428,2,6,0,0,0,2,1,3,6,2,6,0,5,0,0,0,136,10634,5818,0,5948,0,0,0,4984,15508,0,0,79078,23648,17702,3,0,29217,10524,9968,0,13847,10634,76991,0,12138,10634,23141,0,0,9968,0,36.51,22254,54737,0,6076,0,97.42,0,0,0,0,0,0,0,0,0,65333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1756,1304098,25535,18.51,18.51,16672,10511,10511,7729,7729,5216,5216,3457,3457,23888,19.49,0,41736,24052,5563,0,30462,0,31173,22997,477176,261,-4.79,35,454297,42493846.44,24845,10886,6383,199365,12477,481,12477,326,3,326,-1314,-481,982,126.05,477481,7,12,0,0,0,1,2,3,9,5,12,0,11,0,0,0,180,26997,6042,16982,5948,5907,11939,9589,14762,9968,12344,12133,30538,24323,11891,3,24597,40776,0,25253,0,37643,11467,47283,0,12344,16784,11766,0,0,54037,16.01,12344,46796,30462,0,11164,0,207.3,0,0,0,0,0,0,0,0,0,97333,2,0,0,2,0,4,0,0,2,2,3,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3052,548234,23389,17427,17427,14654,10063,10063,7.48,7.48,5217,5217,3509,3509,56357,45023,0,58903,0,0,4.9,14.7,0,0,0,447209,833,-1.87,31,416217,3118123285,27164,14241,10821,180227,11108,549,11108,95,196,95,-1306,-549,-7828,99.88,447465,3,13,0,1,1,0,0,0,13,3,13,0,10,0,1,1,180,45023,0,0,0,0,0,19.6,0,0,0,0,0,71992,43267,1,45023,17908,0,19.6,0,12146,85206,0,0,0,15.32,0,0,0,150179,14384,0,0,0,0,0,0,194.04,0,0,0,0,0,0,0,0,0,95167,3,3,3,0,0,0,0,0,3,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,987,2158837,48141,41328,41328,32.35,23269,23269,17985,17985,14.02,14.02,9.91,9.91,0,9589,0,24022,106949,56321,22254,56878,24265,50494,47369,928509,509,-5.86,67,856585,385000000000000.0,50.55,23238,12003,396572,13.2,493,13.2,311,39,311,-215,-493,8066,255322,929161,0,14,0,2,2,4,0,4,12,0,14,0,26,0,0,0,364,56335,12084,45996,0,0,11939,9589,0,0,0,12133,90047,36.81,123208,6,65924,11939,0,0,0,69871,110367,94044,0,45996,37895,0,45996,0,131271,44746,0,77568,60664,0,0,0,126.44,0,0,0,0,0,0,0,0,1316,142518,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0
0,1315,775336,22769,20.33,21916,15382,12294,13087,10681,11535,8822,9561,6423,6871,0,0,0,0,5415,90815,31247,14.22,6066,35844,18947,510222,769,-0.82,32,470193,14865871.11,24309,10205,4985,202004,6234,493,6234,161,568,161,568,-493,5292,130168,511521,0,5,3,1,4,1,0,1,4,0,6,0,10,3,1,4,180,23.43,26179,11499,0,0,0,0,0,0,0,29777,60985,16643,34.04,5,23.43,15.93,0,0,23169,46076,60281,22169,0,11499,9474,0,11499,15.93,64764,16018,23169,45094,16605,0,0,0,36.92,0,0,0,0,0,0,0,0,2063,54354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
0,1306,1002132,29209,27167,27167,19395,17425,17425,16664,16664,14.48,14.48,12295,12295,0,9589,0,29562,35252,21305,103229,13847,0,27943,9474,572455,943,-1.14,41,512395,1356211456,29911,10787,4.99,249602,12528,456,12528,303,46,303,-0.1,-456,6111,160716,572875,0,6,4,2,6,0,0,0,4,0,6,0,6,4,2,6,232,18.44,12084,12208,0,0,11939,9589,0,0,0,13847,99716,32104,40274,6,28029,11939,0,0,34502,135457,40274,0,0,0,0,0,0,0,85471,19063,34502,111166,0,0,0,0,52.6,0,0,0,0,0,0,0,0,2189,75811,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,3726,850499,26162,17964,24436,15902,9823,13059,7099,10336,4.42,7599,2659,7388,55854,34.81,0,47159,0,4.9,6924,22591,45182,10634,10213,820.88,526,-0.42,34,794933,11636813.98,31.61,14975,8319,236071,13015,394,13015,253,13,253,-1288,-394,-1627,146564,821141,8,12,0,0,0,1,0,1,9,8,15,0,15,0,0,0,192,46173,0,0,5907,11814,0,14384,0,0,0,0,67773,23583,68632,1,45023,91182,0,10634,0,25236,44355,21837,0,0,15533,5687,0,67773,106128,4795,10711,27.64,0,0,0,0,199.89,0,0,0,0,0,0,0,0,762,94132,0,6,6,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.09,655937,22422,18107,18107,14116,10982,10982,8881,8881,6443,6443,4.52,4.52,30385,24909,0,42483,25683,5573,0,0,26,13,9843,424246,739,-1.7,30,388246,2487572.54,24568,11071,6654,177991,12.43,481,12.43,308,16,308,-1095,-481,2.44,111443,424534,4,7,2,0,2,0,0,0,6,4,7,0,11,0,0,0,170,25163,6104,0,0,0,11939,9589,0,0,0,38999,43092,12339,30651,2,34752,11939,0,0,23672,83712,0,23801,0,0,0,0,0,0,56781,14326,23672,59296,23801,0,0,0,124.29,0,0,0,0,0,0,0,0,0,78167,1,3,3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
